record_id,canonical_name,record_type,parent_record_id,ministry,department,implementing_agency,portal_source,direct_applicant_layer,startup_relevance,sector,support_type,application_status,opening_date,closing_date,application_url,official_url,guideline_url,status_basis,last_verified_date,evidence_excerpt,evidence_confidence,unresolved_fields,publication_status,review_required,summary
dbt_birac_call_0133ddc540a4dd13928f,BioNEST Call for Proposals 2024,IMPLEMENTATION_PARTNER_OPPORTUNITY,dbt_birac_programme_37cee8b1f4918e65e71e,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,incubator;academic or research institution,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;validation;commercialisation,CLOSED,2024-02-01,2024-03-31,,https://birac.nic.in/desc_new.php?id=1120,,"Past infrastructure-partner call, separated from direct startup opportunities.",2026-07-21,"Past infrastructure-partner call, separated from direct startup opportunities.",HIGH,,PUBLIC_DEPARTMENT_PAGE,0,"Past infrastructure-partner call, separated from direct startup opportunities."
dbt_birac_call_18b2dc64727b68193481,Grand Challenges India: Transforming Health Systems through Integrated Care Models,CHALLENGE,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup;academic or research institution;consortium,STARTUP_RELEVANT,healthcare,grant;validation;commercialisation,CLOSED,2026-05-12,2026-07-15,,https://birac.nic.in/cfp_view.php?id=118&scheme_type=6,,Official challenge deadline was extended to 15 July 2026 and has passed.,2026-07-21,Official challenge deadline was extended to 15 July 2026 and has passed.,HIGH,parent_record_id,PUBLIC_DEPARTMENT_PAGE,1,Official challenge deadline was extended to 15 July 2026 and has passed.
dbt_birac_call_681ccfe095c3b52a8c56,BIG Call 24,HISTORICAL_CALL,dbt_birac_programme_2a21fe6d592a19b7de89,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup;innovator,STARTUP_RELEVANT,biotechnology,grant;validation;commercialisation,CLOSED,2024-04-15,2024-06-14,,https://birac.nic.in/cfp_view.php?id=31&scheme_type=5,,Official individual round with a past deadline.,2026-07-21,Official individual round with a past deadline.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Official individual round with a past deadline.
dbt_birac_call_6c70aaef78171b0e6160,Product Commercialization Program Fund Call 2026,HISTORICAL_CALL,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup;biotechnology company,STARTUP_RELEVANT,biotechnology,grant;validation;commercialisation,CLOSED,2026-01-08,2026-03-15,,https://birac.nic.in/cfp_view.php?id=117&scheme_type=29,,Official call page and programme page state the call is closed.,2026-07-21,Official call page and programme page state the call is closed.,HIGH,parent_record_id,PUBLIC_DEPARTMENT_PAGE,1,Official call page and programme page state the call is closed.
dbt_birac_call_7dc37268d6fe86663d26,Call for Establishment of SPARSH Centres 2023,IMPLEMENTATION_PARTNER_OPPORTUNITY,dbt_birac_programme_8394e6f426a8d1ccfe1c,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution;implementation partner,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;validation;commercialisation,CLOSED,2023-08-15,2023-09-15,,https://birac.nic.in/cfp_view.php?id=84&scheme_type=4,,"Institution/implementation-partner opportunity, not a direct startup scheme.",2026-07-21,"Institution/implementation-partner opportunity, not a direct startup scheme.",HIGH,,PUBLIC_DEPARTMENT_PAGE,0,"Institution/implementation-partner opportunity, not a direct startup scheme."
dbt_birac_call_955614b1bbf7c71695f7,BIG Call 25,HISTORICAL_CALL,dbt_birac_programme_2a21fe6d592a19b7de89,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup;innovator,STARTUP_RELEVANT,biotechnology,grant;validation;commercialisation,CLOSED,2025-11-01,2025-11-30,,https://birac.nic.in/cfp.php/portal/desc_new.php?id=443,,Official individual round with a past deadline.,2026-07-21,Official individual round with a past deadline.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Official individual round with a past deadline.
dbt_birac_call_a34e83aadd81b682b5f3,Bio-AI / BioE3 Mulankur Hubs,HISTORICAL_CALL,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution;startup;consortium,STARTUP_RELEVANT,bioinformatics;synthetic biology;healthcare;agriculture and agritech;industrial biotechnology,grant;validation;commercialisation,CLOSED,2026-01-19,2026-07-15,,https://birac.nic.in/cfp_view.php?id=114&scheme_type=46,,Later official extension evidence supersedes the earlier 30 June date; deadline has passed.,2026-07-21,Later official extension evidence supersedes the earlier 30 June date; deadline has passed.,HIGH,parent_record_id,PUBLIC_DEPARTMENT_PAGE,1,Later official extension evidence supersedes the earlier 30 June date; deadline has passed.
dbt_birac_call_bbdac5ae0c028e41f098,Call for Setting up E-YUVA Centres 2023,IMPLEMENTATION_PARTNER_OPPORTUNITY,dbt_birac_programme_85cb10362c7f8eab552a,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution;implementation partner,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;validation;commercialisation,CLOSED,2023-07-01,2023-08-17,,https://birac.nic.in/cfp_view.php?id=82&scheme_type=31,,Institution-only centre call; official extension to 17 August retained on the same call.,2026-07-21,Institution-only centre call; official extension to 17 August retained on the same call.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Institution-only centre call; official extension to 17 August retained on the same call.
dbt_birac_call_cac53f6c55087373dede,National Green Hydrogen Mission Biotechnology Call,HISTORICAL_CALL,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,biotechnology company;academic or research institution;consortium,STARTUP_RELEVANT,industrial biotechnology;environmental biotechnology,grant;validation;commercialisation,CLOSED,2025-12-26,2026-02-05,,https://birac.nic.in/cfp_view.php?id=116&scheme_type=52,,Official BIRAC call with a past deadline.,2026-07-21,Official BIRAC call with a past deadline.,HIGH,parent_record_id,PUBLIC_DEPARTMENT_PAGE,1,Official BIRAC call with a past deadline.
dbt_birac_programme_0cc102270251adbfdb3f,Biotechnology Industry Partnership Programme (BIPP),SCHEME,dbt_birac_programme_6ed5045938d710d07514,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,biotechnology company;MSME/company,STARTUP_RELEVANT,biotechnology,grant;commercialisation;pilot support,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=216,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Industry partnership support for high-risk biotechnology research and development.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Industry partnership support for high-risk biotechnology research and development.
dbt_birac_programme_12f6f212327a46765c5b,Biotechnology Career Advancement and Re-orientation (BioCARe),PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Regional Centre for Biotechnology (DBT-HRD PMU),Official DBT programme portal,academic or research institution,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;technical assistance,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://dbtindia.gov.in/biotechnology-career-advancement-and-re-orientation-biocare-programmes,,"Status belongs to a dated call, not the permanent identity",2026-07-21,"DBT programme for women researchers, managed by the DBT-HRD PMU at RCB; not attributed to BIRAC.",HIGH,,PUBLIC_DEPARTMENT_PAGE,0,"DBT programme for women researchers, managed by the DBT-HRD PMU at RCB; not attributed to BIRAC."
dbt_birac_programme_19b25856e1c150ca834c,BIRAC SEED Fund,SCHEME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup,STARTUP_RELEVANT,biotechnology,equity;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/seedFundNew.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Equity support for startups delivered through selected BioNEST incubator partners.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Equity support for startups delivered through selected BioNEST incubator partners.
dbt_birac_programme_19b87ac5ecb1afe2d7f3,Promoting Academic Research Conversion to Enterprise (PACE),PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;validation;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=286,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Academic translation programme with AIR and CRS components.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Academic translation programme with AIR and CRS components.
dbt_birac_programme_2a0b6287a0e65cff2844,AcE Fund,SCHEME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,fund manager,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,equity,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/aceFundNew.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Fund-of-funds style support delivered through SEBI-registered daughter funds; not a direct startup application window.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Fund-of-funds style support delivered through SEBI-registered daughter funds; not a direct startup application window.
dbt_birac_programme_2a21fe6d592a19b7de89,Biotechnology Ignition Grant (BIG),PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup;innovator,STARTUP_RELEVANT,biotechnology,grant;mentorship,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/big.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Flagship early-stage biotechnology grant programme; official page states support up to INR 50 lakh for 18 months.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Flagship early-stage biotechnology grant programme; official page states support up to INR 50 lakh for 18 months.
dbt_birac_programme_37cee8b1f4918e65e71e,BioNEST,PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,incubator;ecosystem participant,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,incubation;infrastructure access;mentorship,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/bionest.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,BIRAC bio-incubator network programme; beneficiary and incubator-partner layers are kept distinct.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,BIRAC bio-incubator network programme; beneficiary and incubator-partner layers are kept distinct.
dbt_birac_programme_6ed5045938d710d07514,Innovation for Industry (i4),PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,biotechnology company;MSME/company,STARTUP_RELEVANT,biotechnology,grant;soft loan;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/birac_i4.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,"BIRAC umbrella for industry innovation support, including SBIRI and BIPP.",HIGH,,PUBLIC_DEPARTMENT_PAGE,0,"BIRAC umbrella for industry innovation support, including SBIRI and BIPP."
dbt_birac_programme_8394e6f426a8d1ccfe1c,SPARSH,PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,innovator;academic or research institution,STARTUP_RELEVANT,healthcare;diagnostics;medical devices;agriculture and agritech;environmental biotechnology,grant;mentorship;incubation;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=58,,"Status belongs to a dated call, not the permanent identity",2026-07-21,BIRAC social innovation programme under the aegis of DBT.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,BIRAC social innovation programme under the aegis of DBT.
dbt_birac_programme_85cb10362c7f8eab552a,E-YUVA,SCHEME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,founder or entrepreneur;innovator;academic or research institution,STARTUP_RELEVANT,biotechnology;healthcare;diagnostics;medical devices;agriculture and agritech;industrial biotechnology;bioinformatics,grant;mentorship;incubation;infrastructure access,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/e_yuva.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Entrepreneurship and innovation support for students and researchers through E-YUVA Centres.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Entrepreneurship and innovation support for students and researchers through E-YUVA Centres.
dbt_birac_programme_920294c17d4689850646,DBT Supported Post Graduate Programme in Biotechnology,PROGRAMME,,Ministry of Science and Technology,Department of Biotechnology,Regional Centre for Biotechnology (DBT-HRD PMU),Official DBT programme portal,academic or research institution,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology;healthcare;agriculture and agritech;food biotechnology;industrial biotechnology;bioinformatics,technical assistance,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://pgt.dbtindia.gov.in/,,"Status belongs to a dated call, not the permanent identity",2026-07-21,DBT human-resource programme managed by RCB; not attributed to BIRAC.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,DBT human-resource programme managed by RCB; not attributed to BIRAC.
dbt_birac_programme_950e8371679bc4771790,Contract Research Scheme (CRS),SCHEME,dbt_birac_programme_19b87ac5ecb1afe2d7f3,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution;biotechnology company,STARTUP_RELEVANT,biotechnology,grant;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=286,,"Status belongs to a dated call, not the permanent identity",2026-07-21,PACE component supporting academia-industry technology validation.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,PACE component supporting academia-industry technology validation.
dbt_birac_programme_96f0cfcbe5b77792d7ec,Small Business Innovation Research Initiative (SBIRI),SCHEME,dbt_birac_programme_6ed5045938d710d07514,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,biotechnology company;MSME/company,STARTUP_RELEVANT,biotechnology,grant;soft loan;validation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=217,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Early-stage industry innovation support under BIRAC's i4 portfolio.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Early-stage industry innovation support under BIRAC's i4 portfolio.
dbt_birac_programme_9fe430e5274621be5189,Academic Innovation Research (AIR),SCHEME,dbt_birac_programme_19b87ac5ecb1afe2d7f3,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,academic or research institution,INTERMEDIARY_OR_INSTITUTION_LAYER,biotechnology,grant;validation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/desc_new.php?id=286,,"Status belongs to a dated call, not the permanent identity",2026-07-21,PACE component supporting proof-of-concept validation by academic researchers.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,PACE component supporting proof-of-concept validation by academic researchers.
dbt_birac_programme_a76f47a688f22080c2f5,BIRAC LEAP Fund,SCHEME,,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,startup,STARTUP_RELEVANT,biotechnology,equity;commercialisation,NOT_APPLICABLE_TO_PROGRAMME_IDENTITY,,,,https://birac.nic.in/leapFund.php,,"Status belongs to a dated call, not the permanent identity",2026-07-21,Later-stage equity support delivered through selected implementation partners.,HIGH,,PUBLIC_DEPARTMENT_PAGE,0,Later-stage equity support delivered through selected implementation partners.
dbt_birac_review_8b674da63a197fa42809,BIG next recurring round — individual call evidence not located,REVIEW_REQUIRED,dbt_birac_programme_2a21fe6d592a19b7de89,Ministry of Science and Technology,Department of Biotechnology,Biotechnology Industry Research Assistance Council (BIRAC),Official BIRAC portal,unverified,REVIEW_REQUIRED,biotechnology,grant,STATUS_UNVERIFIED,,,,https://birac.nic.in/big.php,,"Programme page describes recurring calls, but no official individual next-round identity and window were located as of the verification date.",2026-07-21,No individual next-round call evidence located.,LOW,call_identity;opening_date;closing_date;application_route,REVIEW_ONLY_HIDDEN,1,Monitoring candidate only; it is not a current call and has no Apply action.
