master_id,scheme_name,original_sectors,primary_sector,secondary_sectors,all_sectors,confidence,method,review_required,evidence_summary,scored_candidates,fetched_urls,fetch_notes,llm_used,llm_note
b1_21ec035db49abef98147,Startup%20Engagement%20Best%20Practices%20For%20%20Large%20Organizations.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Startup%20Engagement%20Best%20Practices%20for%20%20Large%20Organizations.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Startup%20Engagement%20Best%20Practices%20for%20%20Large%20Organizations.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_0f9270d0847037fbd869,The%20Infodev%20Global%20Network%20Of%20Business%20Incubators%20 %20Pdf.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/The%20infoDev%20Global%20Network%20of%20Business%20Incubators%20-%20pdf.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/The%20infoDev%20Global%20Network%20of%20Business%20Incubators%20-%20pdf.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_d852480510ba0784e1a3,About,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 3.5, ""Electronics & Semiconductors"": 3.5}","[""https://www.myscheme.gov.in/about""]","[""https://www.myscheme.gov.in/about::HTTP_200""]",False,LM_NOT_REQUESTED
b1_5dd511a56aef2112d810,Accessibility Statement,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/accessibility-statement""]","[""https://www.myscheme.gov.in/accessibility-statement::HTTP_200""]",False,LM_NOT_REQUESTED
b1_11e7f6babf01c3322193,Contact,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/contact""]","[""https://www.myscheme.gov.in/contact::HTTP_200""]",False,LM_NOT_REQUESTED
b1_41b6883d6e45a124cef0,Dashboard,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/dashboard""]","[""https://www.myscheme.gov.in/dashboard::HTTP_200""]",False,LM_NOT_REQUESTED
b1_af32ad0ff653124f1bbf,Disclaimer,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/disclaimer""]","[""https://www.myscheme.gov.in/disclaimer::HTTP_200""]",False,LM_NOT_REQUESTED
b1_b336bc32c6e109627504,Screen Reader,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 3.5, ""Electronics & Semiconductors"": 3.5}","[""https://www.myscheme.gov.in/screen-reader""]","[""https://www.myscheme.gov.in/screen-reader::HTTP_200""]",False,LM_NOT_REQUESTED
b1_dc5a5d1eaf20c4ef8b40,Terms Conditions,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Electronics & Semiconductors"": 3.5, ""Digital Technology & Software"": 1.0}","[""https://www.myscheme.gov.in/terms-conditions""]","[""https://www.myscheme.gov.in/terms-conditions::HTTP_200""]",False,LM_NOT_REQUESTED
b1_5284ddb8bed0e1c804eb,Sitemap 0.Xml,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Digital Technology & Software"": 1.0, ""Electronics & Semiconductors"": 1.0}","[""https://www.myscheme.gov.in/sitemap-0.xml""]","[""https://www.myscheme.gov.in/sitemap-0.xml::HTTP_200""]",False,LM_NOT_REQUESTED
b1_943badd8cef6657d1888,Guidlines.07.8.19.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""http://www.dcmsme.gov.in/schemes/Guidlines.07.8.19.pdf""]","[""http://www.dcmsme.gov.in/schemes/Guidlines.07.8.19.pdf::FETCH_ERROR:ConnectTimeout""]",False,LM_NOT_REQUESTED
b1_69232c208f5bb32c3488,Lean Operational Guidlelines.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""http://www.dcmsme.gov.in/schemes/clcs-tus/LEAN-Operational-Guidlelines.pdf""]","[""http://www.dcmsme.gov.in/schemes/clcs-tus/LEAN-Operational-Guidlelines.pdf::FETCH_ERROR:ConnectTimeout""]",False,LM_NOT_REQUESTED
b1_d0128807de2b4e6b6cd4,Existing Schemes.Aspx,"[""Agriculture & AgriTech"", ""Logistics & Supply Chain"", ""Textiles, Apparel & Handicrafts""]",Agriculture & AgriTech,"[""Textiles, Apparel & Handicrafts"", ""Logistics & Supply Chain""]","[""Agriculture & AgriTech"", ""Textiles, Apparel & Handicrafts"", ""Logistics & Supply Chain""]",0.97,EXISTING_SECTOR_CONFIRMED,False,"sector: agriculture, agritech; official_page_text: agriculture, farm, horticulture","{""Textiles, Apparel & Handicrafts"": 19.5, ""Agriculture & AgriTech"": 15.5, ""Logistics & Supply Chain"": 15.5, ""Cross-sector MSME & Startup Finance"": 7.5, ""Environment & Circular Economy"": 5.0, ""Robotics & Automation"": 5.0, ""Aerospace & Defence"": 2.5, ""Cross-sector Innovation & Entrepreneurship"": 2.5}","[""https://champions.gov.in/MyMsme/grievance/Existing_Schemes.aspx""]","[""https://champions.gov.in/MyMsme/grievance/Existing_Schemes.aspx::HTTP_200""]",False,LM_NOT_REQUESTED
b1_c68de1dfbe2d439f7fca,New Schemes.Aspx,"[""Agriculture & AgriTech""]",Agriculture & AgriTech,[],"[""Agriculture & AgriTech""]",0.97,EXISTING_SECTOR_CONFIRMED,False,"sector: agriculture, agritech; official_page_text: agriculture, farm, horticulture","{""Agriculture & AgriTech"": 15.5, ""Cross-sector MSME & Startup Finance"": 5.0, ""Manufacturing & Industry 4.0"": 2.5}","[""https://champions.gov.in/MyMsme/grievance/New_Schemes.aspx""]","[""https://champions.gov.in/MyMsme/grievance/New_Schemes.aspx::HTTP_200""]",False,LM_NOT_REQUESTED
b1_50944843fefe9713d44f,Schemes For Starters.Aspx,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.707,CROSS_SECTOR_FALLBACK,False,official_page_text: credit guarantee; broad financial instrument without an industry restriction,"{""Cross-sector MSME & Startup Finance"": 2.5, ""Food Processing & FoodTech"": 2.5, ""Manufacturing & Industry 4.0"": 2.5}","[""https://champions.gov.in/MyMsme/grievance/Schemes_for_starters.aspx""]","[""https://champions.gov.in/MyMsme/grievance/Schemes_for_starters.aspx::HTTP_200""]",False,LM_NOT_REQUESTED
b1_90e24e7755c18e3ca035,View Challenge.Aspx,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://champions.gov.in/MyMsme/grievance/View_Challenge.aspx""]","[""https://champions.gov.in/MyMsme/grievance/View_Challenge.aspx::HTTP_200""]",False,LM_NOT_REQUESTED
b1_00566b846b725d74843b,Register Challenge.Aspx,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://champions.gov.in/MyMsme/grievance/Register_Challenge.aspx""]","[""https://champions.gov.in/MyMsme/grievance/Register_Challenge.aspx::HTTP_200""]",False,LM_NOT_REQUESTED
b1_fe9f861d90c8511c141b,Certificate In Lieu Para 26(6) Of The Epf Scheme.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/EPF/Certificate_in_lieu_Para_26(6)_of_the_EPF_Scheme.pdf""]","[""https://www.nsic.co.in/documents/pdfs/EPF/Certificate_in_lieu_Para_26(6)_of_the_EPF_Scheme.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_d4428310bd2fdaa69c90,Taiwan Startup Supporting Programs 14022024.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://nsic.co.in/documents/pdfs/IC/Taiwan_Startup_supporting_programs_14022024.pdf""]","[""https://nsic.co.in/documents/pdfs/IC/Taiwan_Startup_supporting_programs_14022024.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_db59689b15ec4ceaf2fd,Moratorium Scheme With Annexurea.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://nsic.co.in/documents/pdfs/Moratorium_Scheme_with_AnnexureA.pdf""]","[""https://nsic.co.in/documents/pdfs/Moratorium_Scheme_with_AnnexureA.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_7350dc02e1d8de3ac249,Nsic Letter Related To Sri Fund 24.09.2020.Pdf,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.75,CROSS_SECTOR_FALLBACK,False,broad financial instrument without an industry restriction,"{""Sector Agnostic / Multi-sector"": 1.0}","[""https://nsic.co.in/documents/pdfs/NSIC_letter_related_to_SRI_Fund_24.09.2020.pdf""]","[""https://nsic.co.in/documents/pdfs/NSIC_letter_related_to_SRI_Fund_24.09.2020.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_791ed1099af28b7d552e,Nabl Accreditation Certificate Scope 17062025.Pdf,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.717,CROSS_SECTOR_FALLBACK,False,scheme_type: credit support; broad financial instrument without an industry restriction,"{""Cross-sector MSME & Startup Finance"": 1.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/NTSC/NABL_Accreditation_Certificate _Scope_17062025.pdf""]","[""https://www.nsic.co.in/documents/pdfs/NTSC/NABL_Accreditation_Certificate _Scope_17062025.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_591b7f5ab42465a146be,Entrepreneurship Development Programme 04072024.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,broad innovation/entrepreneurship support without an industry restriction,"{""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/ntsc/Entrepreneurship_Development_Programme_04072024.pdf""]","[""https://www.nsic.co.in/documents/pdfs/ntsc/Entrepreneurship_Development_Programme_04072024.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_5c500549529729e45aba,Nsic Incubator Training Calendar 2005 26 260925.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.717,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/ntsc/NSIC_Incubator_Training_Calendar_2005_26_260925.pdf""]","[""https://www.nsic.co.in/documents/pdfs/ntsc/NSIC_Incubator_Training_Calendar_2005_26_260925.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_fe2dcb64a23e9d30aabf,Scheme Nsic Tic Under Ppp Mode 2023 06032023.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/TICS-PPP/Scheme_NSIC_TIC_under_PPP_mode_2023_06032023.pdf""]","[""https://www.nsic.co.in/documents/pdfs/TICS-PPP/Scheme_NSIC_TIC_under_PPP_mode_2023_06032023.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_71614b34c85c7cb9f1e3,Ic Scheme Of Ministry Of Msme 19Aug2021.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,broad innovation/entrepreneurship support without an industry restriction,"{""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/IC/IC_Scheme_of_Ministry_of_MSME_19Aug2021.pdf""]","[""https://www.nsic.co.in/documents/pdfs/IC/IC_Scheme_of_Ministry_of_MSME_19Aug2021.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_3cb218ef1213aff8cf95,Machineequipmentscheme Latest.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/MachineEquipmentScheme_Latest.pdf""]","[""https://www.nsic.co.in/documents/pdfs/MachineEquipmentScheme_Latest.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_038ea6d0def3b2532f6c,Annexure1.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/Schemes/Annexure1.pdf""]","[""https://www.nsic.co.in/documents/Schemes/Annexure1.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_ad10f80ff8c36d80f976,Annexure2.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/Schemes/Annexure2.pdf""]","[""https://www.nsic.co.in/documents/Schemes/Annexure2.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_57ef46c0e0c6216d785e,Msmesaarthidetails.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.75,CROSS_SECTOR_FALLBACK,False,broad innovation/entrepreneurship support without an industry restriction,"{""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/Schemes/MSMESAARTHIDetails.pdf""]","[""https://www.nsic.co.in/documents/Schemes/MSMESAARTHIDetails.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_5f85b57acecaa8c16534,Mfs Scheme 08012025.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/mfs/MFS-SCHEME-08012025.pdf""]","[""https://www.nsic.co.in/documents/pdfs/mfs/MFS-SCHEME-08012025.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_4ed1f6156ad3a72f5252,Itincubatorform.Pdf,"[""Cross-sector Innovation & Entrepreneurship""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.717,CROSS_SECTOR_FALLBACK,False,scheme_type: incubation support; broad innovation/entrepreneurship support without an industry restriction,"{""Cross-sector Innovation & Entrepreneurship"": 1.0, ""Sector Agnostic / Multi-sector"": 1.0}","[""https://www.nsic.co.in/documents/pdfs/ITincubatorform.pdf""]","[""https://www.nsic.co.in/documents/pdfs/ITincubatorform.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_1cfc6c4be071558146fe,Funding.Html,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.923,EXISTING_SECTOR_CONFIRMED,False,"official_page_text: credit guarantee, fund of funds, seed fund","{""Cross-sector MSME & Startup Finance"": 7.5, ""Cross-sector Innovation & Entrepreneurship"": 5.0}","[""https://www.startupindia.gov.in/content/sih/en/funding.html""]","[""https://www.startupindia.gov.in/content/sih/en/funding.html::HTTP_200""]",False,LM_NOT_REQUESTED
b1_a7625d0e584294471e4e,Credit Guarantee Scheme For Startup.Pdf,"[""Cross-sector MSME & Startup Finance""]",Cross-sector MSME & Startup Finance,[],"[""Cross-sector MSME & Startup Finance""]",0.91,EXISTING_SECTOR_CONFIRMED,False,scheme_name: credit guarantee; scheme_type: credit guarantee,"{""Cross-sector MSME & Startup Finance"": 6.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/PGF/credit-guarantee-scheme-for-startup.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/PGF/credit-guarantee-scheme-for-startup.pdf::PDF_NOT_PARSED""]",False,LM_NOT_REQUESTED
b1_f63fd47a7794ded0ed55,Innovation Challenge.Html,"[""Cross-sector MSME & Startup Finance"", ""Healthcare & MedTech"", ""Water & Sanitation""]",Healthcare & MedTech,"[""Water & Sanitation""]","[""Healthcare & MedTech"", ""Water & Sanitation""]",0.95,SECTOR_CONFLICT_REVIEW,True,"sector: healthcare, medtech; official_page_text: healthcare, diagnostic, digital health; original sector conflicted: Cross-sector MSME & Startup Finance","{""Healthcare & MedTech"": 15.5, ""Water & Sanitation"": 11.5, ""Cross-sector MSME & Startup Finance"": 7.5, ""Agriculture & AgriTech"": 5.0, ""Cross-sector Innovation & Entrepreneurship"": 5.0, ""Education & EdTech"": 4.0, ""Environment & Circular Economy"": 2.5, ""Retail, Commerce & Consumer Technology"": 2.5}","[""https://www.startupindia.gov.in/content/sih/en/international/innovation-challenge.html""]","[""https://www.startupindia.gov.in/content/sih/en/international/innovation-challenge.html::HTTP_200""]",False,LM_NOT_REQUESTED
b1_6d500af766c0d054d578,2018 Nasscom Startup%20Ecosystem Indian%20Start%20Up%20Ecosystem%202018%20Report.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-NASSCOM-Startup%20Ecosystem-Indian%20Start%20Up%20Ecosystem%202018%20Report.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-NASSCOM-Startup%20Ecosystem-Indian%20Start%20Up%20Ecosystem%202018%20Report.pdf::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
b1_07a0e56d5f439745381b,2018 Nasscom Startup%20Ecosystem Product%20Opportunities%20Driving%20Usd%2010%20Trillion%20Economy.Pdf,"[""Sector Agnostic / Multi-sector""]",Cross-sector Innovation & Entrepreneurship,[],"[""Cross-sector Innovation & Entrepreneurship""]",0.937,DETERMINISTIC_EVIDENCE,False,"sector: sector agnostic, multi-sector","{""Cross-sector Innovation & Entrepreneurship"": 8.0}","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-NASSCOM-Startup%20Ecosystem-Product%20Opportunities%20Driving%20USD%2010%20Trillion%20Economy.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-NASSCOM-Startup%20Ecosystem-Product%20Opportunities%20Driving%20USD%2010%20Trillion%20Economy.pdf::FETCH_ERROR:HTTPError""]",False,LM_NOT_REQUESTED
